id,count
1658,137.97
1659,17.17
1665,181.71
1666,136.2
1670,40.58
1674,145.96
1679,201.08
1680,239.87
1683,339.15
1686,28.01
1691,97.7
1693,37.01
1696,40.74
1697,97.58
1703,107.17
1706,29.37
1709,166.52
1710,90.03
1712,183.69
1713,122.61
1718,341.05
1719,163.19
1722,287.21
1723,121.97
1724,274.4
1728,61.5
1730,35.96
1732,27.44
1737,40.17
1745,85.69
1747,14.14
1748,11.92
1755,99.51
1759,17.23
1761,271.16
1764,226.5
1765,140.81
1766,84.33
1768,103.13
1770,30.79
1771,143.22
1774,98.64
1785,126.86
1788,196.01
1792,14.43
1794,234.66
1797,116.54
1798,12.64
1799,275.33
1802,102.33
1806,32.67
1808,87.04
1810,245.77
1818,123.94
1819,382.34
1820,279.72
1822,225.86
1826,240.77
1827,181.21
1835,18.74
1841,117.26
1842,135.92
1843,17.8
1846,45.06
1849,90.41
1850,207.65
1851,183.28
1857,51.93
1858,186.28
1860,98.57
1861,253.42
1864,113.29
1869,315.67
1871,59.51
1872,33.17
1875,16.06
1878,234.31
1879,228.0
1885,93.25
1888,102.17
1889,33.8
1890,93.78
1896,140.93
1897,169.99
1898,106.86
1900,105.28
1905,36.15
1908,116.43
1909,101.45
1913,67.61
1918,108.1
1922,324.59
1923,127.37
1925,253.1
1926,135.39
1927,293.71
1930,203.07
1935,72.67
1939,118.5
1942,93.11
1943,314.28
1948,255.94
1949,257.64
1951,110.82
1953,120.67
1959,127.55
1963,16.57
1967,123.68
1973,268.63
1975,28.47
1976,88.49
1990,116.35
1993,124.19
1997,197.66
1999,126.31
2001,298.11
2004,84.19
2010,98.05
2013,128.53
2017,302.95
2021,115.94
2023,169.15
2026,129.55
2037,34.77
2039,189.16
2041,17.94
2046,31.77
2050,18.07
2060,244.91
2067,101.36
2069,146.09
2072,261.6
2074,137.12
2079,117.98
2083,27.62
2085,202.44
2087,16.69
2093,135.17
2094,29.2
2097,33.87
2103,95.76
2104,46.48
2107,202.24
2108,17.16
2110,94.32
2115,179.06
2117,32.47
2125,310.0
2127,286.74
2133,14.28
2134,382.17
2135,114.46
2141,269.31
2143,32.06
2145,87.57
2146,31.16
2147,278.63
2148,56.1
2149,78.94
2165,126.07
2166,154.3
2177,198.94
