id,count
1885,93.26
1888,109.1
1889,30.39
1890,92.94
1896,143.91
1897,176.84
1898,101.51
1900,106.77
1905,39.33
1908,116.2
1909,102.28
1913,67.33
1918,110.13
1922,326.06
1923,133.78
1925,265.6
1926,137.51
1927,305.48
1930,211.75
1935,72.1
1939,115.09
1942,94.86
1943,326.53
1948,241.84
1949,260.73
1951,108.41
1953,114.32
1959,129.77
1963,17.73
1967,123.95
1973,277.74
1975,26.25
1976,89.26
1990,110.78
1993,118.75
1997,185.23
1999,132.08
2001,322.94
2004,88.57
2010,95.61
2013,137.71
2017,303.02
2021,129.29
2023,153.43
2026,130.22
2037,32.48
2039,167.79
2041,17.7
2046,28.45
2050,16.49
2060,225.91
2067,105.06
2069,144.08
2072,265.21
2074,133.65
2079,121.73
2083,26.19
2085,184.36
2087,15.91
2093,137.25
2094,28.46
2097,35.71
2103,96.88
2104,48.76
2107,196.6
2108,19.18
2110,103.97
2115,167.68
2117,30.56
2125,327.37
2127,275.37
2133,14.9
2134,392.3
2135,117.01
2141,264.71
2143,31.74
2145,88.69
2146,28.43
2147,278.6
2148,55.41
2149,70.82
2165,124.86
2166,153.26
2177,211.84
