id,count
781,57.57
784,311.56
794,33.05
795,273.51
796,85.75
802,167.69
803,165.58
805,39.67
806,281.17
807,104.25
809,17.29
810,169.07
812,155.38
814,113.08
818,247.82
819,134.53
825,66.88
836,103.83
839,118.09
847,264.95
848,142.29
851,122.29
852,136.72
853,40.22
857,149.44
858,49.98
859,221.92
861,23.95
867,111.0
870,214.7
871,209.0
872,218.6
874,331.02
881,216.68
886,132.98
890,63.45
895,165.44
899,90.5
900,268.61
901,251.71
902,241.35
903,46.03
913,260.72
918,215.87
923,154.16
924,42.62
926,33.62
927,20.96
930,212.65
934,33.62
937,138.86
939,143.33
941,96.78
942,338.96
946,260.98
950,100.68
953,86.93
959,94.74
961,26.1
962,98.04
964,80.49
969,186.77
971,141.08
976,36.23
978,244.98
980,210.58
981,139.61
990,331.47
993,21.52
996,32.81
998,305.12
999,190.74
1006,119.37
1008,27.81
1013,31.53
1015,99.88
1016,119.4
1022,282.03
1026,205.65
1028,234.49
1031,62.8
1034,51.29
1037,197.24
1040,64.03
1042,22.07
1046,32.59
1048,102.23
1049,111.01
1050,68.84
1051,205.66
1052,229.54
1055,150.84
1060,147.02
1064,42.86
1066,74.6
1071,102.6
1073,28.05
1089,201.4
1091,102.15
1092,78.64
1093,229.76
1096,287.2
1097,217.32
1098,18.96
1099,43.28
1102,175.57
1107,100.84
1109,45.88
1111,103.48
1112,118.06
1114,306.59
1116,283.63
1117,120.75
1118,80.91
1122,131.62
1124,170.25
1127,119.3
1133,232.37
1134,42.75
1135,158.65
1139,281.06
1143,56.48
1150,115.49
1151,113.55
1153,267.96
1155,43.29
1162,29.62
1163,201.51
1166,20.3
1171,91.48
1172,28.97
1173,259.22
1174,83.98
1177,119.28
1178,170.86
1184,146.2
1185,115.82
1186,112.0
1187,174.96
1188,270.31
1191,140.57
1207,122.46
1213,53.77
1215,123.07
1223,176.17
1227,115.88
1236,59.41
1237,53.79
1238,35.4
1241,36.23
1248,21.03
1250,33.21
1251,161.19
1253,111.15
1255,100.9
1257,184.64
1261,116.21
1262,327.18
1265,134.98
1273,199.09
1277,238.11
1278,116.24
1280,116.0
1284,211.72
1285,313.83
1288,42.81
1295,115.49
1297,336.86
1299,266.35
1304,156.64
1308,49.77
1310,97.8
1311,115.52
1314,97.39
1315,109.95
1318,38.63
1320,313.65
1321,280.18
1322,232.51
1330,122.59
1333,179.68
1334,207.54
1341,141.19
1344,143.43
1351,241.29
1354,101.78
1356,60.68
1363,120.39
1365,183.33
1369,130.9
1373,117.11
1375,114.86
1377,90.1
1379,141.72
1380,260.93
1381,98.75
1384,186.52
1390,180.7
1393,240.54
1395,56.62
1399,315.74
1400,94.92
1401,150.63
1404,179.92
1408,29.29
1409,28.21
1413,216.12
1416,271.72
1418,105.71
1423,104.54
1424,37.04
1425,32.48
1433,228.33
1434,141.8
1436,319.97
1442,224.89
1444,90.58
1445,128.95
1452,224.27
1455,183.31
1462,71.32
1467,75.61
1472,52.49
1475,154.2
1493,115.42
1501,226.92
1503,283.78
1504,221.27
1505,17.51
1511,219.51
1512,58.84
1513,102.01
1514,45.35
1528,245.36
1533,236.62
1534,29.96
1536,158.34
1537,80.57
1539,198.26
1550,190.95
1552,212.02
1554,193.84
1555,326.34
1556,96.19
1559,30.9
1563,232.48
1566,146.87
1567,172.72
1568,36.57
1571,229.72
1572,20.58
1574,57.7
1577,30.53
1583,73.21
1585,37.42
1586,175.85
1587,196.33
1596,149.39
1602,43.68
1604,88.58
1605,40.2
1610,289.05
1611,96.9
1616,41.43
1617,102.67
1618,28.19
1622,43.26
1623,33.37
1628,293.88
1631,19.43
1632,184.39
1633,241.57
1634,301.47
1636,204.7
1637,101.75
1643,134.04
1644,105.95
1646,102.99
1648,212.09
1651,44.99
1656,20.95
1658,147.79
1659,20.48
1665,142.47
1666,142.55
1670,46.03
1674,174.58
1679,196.7
1680,203.03
1683,331.48
1686,27.74
1691,103.5
1693,40.21
1696,44.04
1697,101.1
1703,99.94
1706,37.21
1709,163.67
1710,89.01
1712,189.1
1713,124.44
1718,325.11
1719,175.73
1722,259.11
1723,133.7
1724,271.67
1728,63.87
1730,33.37
1732,28.24
1737,35.73
1745,87.97
1747,27.36
1748,28.6
1755,105.03
1759,30.09
1761,249.9
1764,226.44
1765,141.33
1766,87.43
1768,97.3
1770,36.11
1771,151.07
1774,101.19
1785,133.43
1788,185.83
1792,27.18
1794,226.83
1797,119.76
1798,15.12
1799,258.12
1802,106.14
1806,42.16
1808,89.38
1810,241.82
1818,105.57
1819,340.68
1820,282.29
1822,216.72
1826,209.48
1827,178.62
1835,23.88
1841,118.58
1842,146.85
1843,39.34
1846,45.94
1849,95.09
1850,213.64
1851,154.94
1857,57.6
1858,177.64
1860,99.13
1861,247.74
1864,114.94
1869,302.25
1871,74.38
1872,29.84
1875,25.17
1878,221.38
1879,240.56
1885,89.51
1888,113.95
1889,30.66
1890,98.55
1896,142.11
1897,179.18
1898,120.15
1900,101.93
1905,44.3
1908,118.06
1909,103.53
1913,66.03
1918,110.43
1922,295.97
1923,124.66
1925,249.67
1926,143.09
1927,280.54
1930,185.15
1935,78.9
1939,122.76
1942,98.53
1943,291.41
1948,245.31
1949,242.11
1951,109.3
1953,117.89
1959,126.83
1963,21.95
1967,148.7
1973,229.88
1975,40.0
1976,85.14
1990,119.49
1993,120.02
1997,161.49
1999,123.77
2001,286.52
2004,87.43
2010,111.77
2013,135.13
2017,293.42
2021,106.51
2023,140.14
2026,144.79
2037,40.6
2039,161.09
2041,29.52
2046,29.2
2050,28.92
2060,220.02
2067,105.78
2069,164.11
2072,242.94
2074,136.2
2079,125.43
2083,34.42
2085,146.75
2087,20.82
2093,143.19
2094,31.33
2097,42.72
2103,100.83
2104,54.2
2107,205.76
2108,19.29
2110,89.94
2115,190.35
2117,30.41
2125,290.44
2127,257.33
2133,16.79
2134,340.21
2135,117.34
2141,240.19
2143,43.49
2145,86.82
2146,45.14
2147,271.47
2148,60.38
2149,66.08
2165,120.88
2166,156.02
2177,156.4
